year,site,strength_gtex,mean_dayl.s_Jan,mean_srad.wm2_Jan,mean_tmax.c_Jan,mean_tmin.c_Jan,mean_vp.pa_Jan,sum_prcp.mm_Jan,mean_dayl.s_Feb,mean_srad.wm2_Feb,mean_tmax.c_Feb,mean_tmin.c_Feb,mean_vp.pa_Feb,sum_prcp.mm_Feb,mean_dayl.s_Mar,mean_srad.wm2_Mar,mean_tmax.c_Mar,mean_tmin.c_Mar,mean_vp.pa_Mar,sum_prcp.mm_Mar,mean_dayl.s_Apr,mean_srad.wm2_Apr,mean_tmax.c_Apr,mean_tmin.c_Apr,mean_vp.pa_Apr,sum_prcp.mm_Apr,mean_dayl.s_May,mean_srad.wm2_May,mean_tmax.c_May,mean_tmin.c_May,mean_vp.pa_May,sum_prcp.mm_May,mean_dayl.s_Jun,mean_srad.wm2_Jun,mean_tmax.c_Jun,mean_tmin.c_Jun,mean_vp.pa_Jun,sum_prcp.mm_Jun,mean_dayl.s_Jul,mean_srad.wm2_Jul,mean_tmax.c_Jul,mean_tmin.c_Jul,mean_vp.pa_Jul,sum_prcp.mm_Jul,mean_dayl.s_Aug,mean_srad.wm2_Aug,mean_tmax.c_Aug,mean_tmin.c_Aug,mean_vp.pa_Aug,sum_prcp.mm_Aug,mean_dayl.s_Sep,mean_srad.wm2_Sep,mean_tmax.c_Sep,mean_tmin.c_Sep,mean_vp.pa_Sep,sum_prcp.mm_Sep,mean_dayl.s_Oct,mean_srad.wm2_Oct,mean_tmax.c_Oct,mean_tmin.c_Oct,mean_vp.pa_Oct,sum_prcp.mm_Oct,mean_dayl.s_Nov,mean_srad.wm2_Nov,mean_tmax.c_Nov,mean_tmin.c_Nov,mean_vp.pa_Nov,sum_prcp.mm_Nov,mean_dayl.s_Dec,mean_srad.wm2_Dec,mean_tmax.c_Dec,mean_tmin.c_Dec,mean_vp.pa_Dec,sum_prcp.mm_Dec
1980,"Altus, OK",25.32304737365894,35872.61096774194,242.37354838709678,10.174838709677418,-1.4712903225806453,535.6887096774194,61.589999999999996,38728.51448275862,365.9720689655172,13.796206896551725,-2.2562068965517246,528.1327586206896,15.63,42535.98193548387,391.43774193548387,18.855483870967742,1.544193548387097,609.9190322580645,29.339999999999996,46520.51666666667,450.3976666666667,24.559333333333335,7.013333333333333,722.2196666666666,47.81,49829.27483870968,402.73806451612904,27.876129032258063,13.79774193548387,1464.4667741935484,281.74,51429.366,427.027,36.585,21.245333333333335,2536.8323333333333,20.709999999999997,50561.28451612903,409.1132258064516,40.539032258064516,23.708387096774192,2946.1974193548385,0,47608.349677419355,396.00193548387097,38.14935483870968,23.059354838709677,2403.8454838709677,13.87,43731.923,380.7373333333333,32.14,18.363666666666667,919.28,34.9,39757.28451612903,378.4638709677419,26.21516129032258,8.175806451612903,631.4545161290323,8.82,36480.496666666666,253.38466666666667,17.992333333333335,2.575333333333333,651.7593333333333,14.100000000000001,34964.382666666665,249.851,14.602,-0.47933333333333394,619.0246666666667,39.75
1980,"Ames Plantation, TN",27.165754098710792,35743.32548387097,214.8441935483871,9.15967741935484,0.15354838709677426,636.1925806451613,106.61000000000001,38650.78034482759,322.4041379310345,8.031379310344828,-3.346206896551724,516.9882758620689,43.2,42524.534838709675,321.65967741935486,13.689032258064517,1.826451612903226,745.33,319.24,46578.022333333334,408.37533333333334,20.794333333333334,7.370666666666667,1052.2006666666666,198.67000000000002,49945.75064516129,397.2351612903226,26.35225806451613,13.559354838709677,1593.246129032258,87.82,51575.45366666667,409.27833333333336,30.91133333333333,18.163333333333334,2128.1376666666665,66.66999999999999,50691.19741935484,411.4193548387097,35.793225806451616,22.15258064516129,2590.9309677419355,61.16,47684.98225806452,400.4432258064516,34.96258064516129,20.816129032258065,2379.188387096774,41.96,43741.09133333333,316.23566666666665,30.637999999999998,17.517333333333333,2012.2833333333333,104.03999999999999,39697.63548387097,333.8925806451613,21.790967741935482,6.591935483870968,1032.9645161290323,82.00999999999999,36362.38133333333,223.01033333333334,15.343666666666667,3.1626666666666665,802.2053333333333,139.62,34818.17866666667,238.80166666666668,11.302666666666667,-1.2003333333333335,607.454,29.479999999999997
1980,"Artesia, NM",26.042849445509543,36359.02774193548,279.1545161290323,13.386451612903226,-2.350967741935484,387.04387096774195,29.759999999999998,39021.51310344828,385.7372413793103,16.99241379310345,-1.23551724137931,380.73275862068965,9,42579.17548387097,458.8558064516129,20.824193548387097,0.4980645161290323,252.28096774193548,0,46303.66766666667,487.479,24.346,4.323666666666667,343.92966666666666,28.22,49390.82838709677,484.57870967741934,28.85258064516129,11.124193548387098,557.8245161290322,38.029999999999994,50880.16066666666,505.371,38.444,18.704,931.774,7.8999999999999995,50072.52387096774,487.53161290322583,38.03258064516129,20.308709677419355,959.91,1.64,47319.50387096774,445.2638709677419,33.85064516129032,18.342903225806452,862.3977419354839,36.589999999999996,43697.327,376.3403333333333,29.378999999999998,15.397333333333334,1318.383,192.29999999999998,39982.20580645161,391.13290322580644,23.475806451612904,5.783870967741936,967.2477419354839,11.26,36925.096333333335,281.66766666666666,15.633000000000001,-0.6799999999999999,613.234,27.72,35514.028333333335,285.7416666666667,16.246,-1.6346666666666667,523.673,2.9
1980,"Auburn, AL",24.844325527282233,36420.19483870968,239.45032258064515,13.938709677419356,2.9451612903225803,787.7658064516129,119.37,39058.41482758621,357.1803448275862,13.86344827586207,-1.1144827586206896,619.1475862068966,98.60999999999999,42584.61967741935,325.28548387096777,18.25774193548387,4.828064516129032,921.4861290322581,330.59000000000003,46276.345,425.2543333333333,23.105333333333334,8.735,1156.284,143.76,49335.668387096775,379.4422580645161,27.013870967741937,14.723225806451612,1702.423870967742,199.55999999999997,50811.14266666667,415.36633333333333,31.467,18.466,2141.1013333333335,68.27,50011.06451612903,405.03967741935486,34.20161290322581,20.86806451612903,2476.48,75.14,47283.12483870968,396.31935483870967,33.91193548387097,20.213225806451614,2363.9790322580643,49.99000000000001,43692.967,345.88366666666667,31.353,18.580666666666666,2147.815666666667,117.94,40010.54516129032,335.8074193548387,22.718064516129033,9.03741935483871,1190.3835483870969,77.43,36981.027,264.94666666666666,17.843,4.607666666666667,888.1296666666666,86.63000000000001,35583.100333333336,252.46266666666668,14.350999999999999,0.36933333333333324,644.163,57.92999999999999
1980,"Beeville, TX",24.481075175619317,37494.28387096774,276.97645161290325,19.920645161290324,7.2383870967741935,1054.8277419354838,104.99,39708.347586206895,365.33724137931034,19.90137931034483,6.402758620689655,1005.5555172413793,39.93,42680.67161290323,374.49612903225807,24.435806451612905,11.150967741935483,1388.21,34.8,45794.77,474.22066666666666,27.656,12.689,1269.5536666666667,8.27,48366.24161290323,367.71612903225804,30.570645161290322,19.613548387096774,1997.5116129032258,125.54,49600.688,455.72133333333335,35.748,23.005,2367.1783333333333,0,48931.874193548385,433.7712903225806,37.99225806451613,23.61935483870968,2361.7009677419355,58.510000000000005,46642.39161290322,362.26935483870966,34.2616129032258,23.339032258064517,2842.4,238.79,43616.030666666666,345.15066666666667,33.421,22.229333333333333,2685.0156666666667,176.95,40509.97806451613,362.64677419354837,27.90741935483871,14.438064516129034,1715.6635483870969,10.319999999999999,37963.91333333333,293.37033333333335,21.755,8.282333333333334,1145.882,64.16,36794.50666666667,263.25033333333334,19.352333333333334,7.966666666666667,1141.3186666666666,34.05
1980,"Belle Mina, AL",28.09459218286253,35872.61096774194,223.46290322580646,9.71258064516129,0.6983870967741936,662.4416129032257,142.39999999999998,38728.51448275862,336.39,9.158275862068965,-3.1593103448275865,527.7006896551725,49.76,42535.98193548387,333.1248387096774,14.888387096774194,2.538064516129032,783.2016129032259,407.56,46520.51666666667,431.3126666666667,22.179666666666666,7.537333333333334,1062.3083333333334,135.83999999999997,49829.27483870968,388.8567741935484,26.59,13.918064516129032,1626.4045161290323,202.23999999999998,51429.366,418.76533333333333,31.010333333333335,17.918,2084.3803333333335,60.67999999999999,50561.28451612903,406.68451612903226,35.148387096774194,21.02225806451613,2502.775483870968,87.32,47608.349677419355,388.22064516129035,34.69516129032258,20.022903225806452,2335.2629032258064,94.26,43731.923,340.609,31.151666666666667,17.045,1969.197,188.35999999999999,39757.28451612903,336.38774193548386,21.98677419354839,6.578064516129032,1023.7783870967742,56.48,36480.496666666666,230.335,16.154333333333334,3.3553333333333333,815.909,135.32,34964.382666666665,245.00066666666666,11.860666666666667,-1.7206666666666663,561.4506666666667,28.03
1980,"Bossier City, LA",25.881075175619333,36450.64709677419,221.22709677419354,13.246451612903225,3.2438709677419357,797.3074193548387,116.78000000000002,39076.79172413793,352.49655172413793,14.57551724137931,0.6231034482758621,675.0910344827586,94.33999999999999,42587.331612903225,351.50129032258064,18.948387096774194,5.265806451612903,931.0432258064516,107.91,46262.73766666667,412.7936666666667,23.768,9.461,1212.6623333333332,142.33,49308.20419354839,389.32032258064515,28.564193548387095,16.765483870967742,1938.102258064516,128.56,50776.78533333333,408.054,33.82633333333333,21.379666666666665,2577.003333333333,75,49980.46580645161,425.5058064516129,37.556451612903224,22.822580645161292,2767.986129032258,32.86,47265.00709677419,408.0232258064516,36.96258064516129,22.070967741935483,2345.425806451613,34.81,43690.795333333335,338.265,34.32966666666667,20.52766666666667,2157.2726666666667,48.080000000000005,40024.65806451613,362.088064516129,25.60451612903226,8.546451612903224,1083.3935483870969,75.22,37008.873999999996,248.33433333333332,18.666333333333334,4.760666666666666,906.1976666666667,85.92,35617.486,262.41433333333333,15.695666666666668,1.9923333333333333,754.043,17.29
1980,"Chickasha, OK",25.85082514818272,35759.57419354839,243.96967741935484,9.509032258064517,-1.8135483870967737,553.7832258064516,44.86,38660.54724137931,354.89758620689656,12.07655172413793,-2.9458620689655173,507.80827586206897,27.55,42525.97225806452,373.34483870967745,17.40451612903226,1.8129032258064517,639.7545161290323,40.84,46570.797333333336,449.2456666666667,23.579333333333334,6.907333333333333,799.5346666666667,52.69,49931.111935483874,398.88709677419354,27.698709677419355,13.948064516129032,1503.381935483871,205.54000000000002,51557.08933333333,419.61833333333334,34.922333333333334,20.958,2501.33,60.95,50674.86870967742,418.75451612903225,39.81612903225806,23.122258064516128,2849.678709677419,0,47675.35322580645,389.14193548387095,37.770645161290325,22.75225806451613,2504.315806451613,11.67,43739.939333333336,359.71233333333333,32.192,18.372,1286.712,48.57,39705.12903225806,362.12225806451613,25.161290322580644,8.01032258064516,810.5,27.200000000000003,36377.22466666667,243.19266666666667,17.387,2.9149999999999996,767.4843333333333,24.37,34836.55766666667,248.99666666666667,13.784333333333333,-0.15099999999999983,672.5933333333334,45.7
1980,"Clarkdale, LA",26.10440017377798,35678.07,264.9277419354839,5.845483870967742,-5.781612903225806,405.9893548387097,140.54,38611.56931034483,367.6948275862069,8.884827586206896,-5.88,408.15275862068967,141.5,42518.76193548387,398.36064516129034,7.96,-6.037096774193548,397.95612903225805,70.23,46607.024666666664,537.832,15.208333333333334,-3.092,498.0876666666667,37.53,50004.528064516126,503.3551612903226,17.02709677419355,-0.4251612903225806,528.063870967742,12.36,51649.206333333335,557.511,27.150333333333332,5.246666666666667,393.2083333333333,6.65,50756.767096774194,485.9348387096774,28.963870967741936,10.162903225806451,536.2925806451613,58.05,47723.63741935484,489.63193548387096,27.529354838709676,9.715483870967741,583.2374193548387,8.25,43745.71466666667,455.11566666666664,25.420333333333332,5.5056666666666665,649.737,31.42,39667.55129032258,361.89935483870966,18.613870967741935,-0.6048387096774195,464.758064516129,27.580000000000002,36302.774333333335,311.28166666666664,14.155333333333333,-4.6419999999999995,393.02666666666664,0,34744.36666666667,261.801,12.025333333333332,-4.058,382.20866666666666,17.8
1980,"College Station, TX",27.08234599863066,36941.153225806454,253.95354838709676,15.837741935483871,5.573870967741936,948.2667741935484,105.22,39373.205862068964,362.8493103448276,17.390689655172412,3.7568965517241377,843.5079310344828,81.95,42631.10548387097,358.6158064516129,21.288064516129033,7.711612903225807,1110.1070967741935,134.83999999999997,46043.18033333333,446.1623333333333,24.788333333333334,10.916,1340.853,44.66,48865.661612903226,361.88709677419354,28.93064516129032,18.168064516129032,2120.0667741935486,162.63,50223.702666666664,434.57,34.82333333333333,22.294666666666668,2692.6466666666665,10.68,49487.62064516129,419.0832258064516,38.02838709677419,23.34258064516129,2740.608064516129,18.8,46972.79,435.70709677419353,36.85580645161291,23.256774193548388,1732.7496774193548,6.34,43655.734333333334,354.69166666666666,33.718666666666664,21.761666666666667,1807.0823333333333,104.08000000000001,40252.36580645161,356.1951612903226,26.470967741935485,11.676774193548386,1360.8364516129031,68.42,37457.58,269.227,20.031333333333336,7.096333333333333,1063.8613333333333,87.44999999999999,36171.003333333334,264.73266666666666,17.534333333333333,5.622333333333334,971.5016666666667,10.82
